"round","z1","z2","y"
3957,19,9,1
3958,15,21,1
3959,3,20,0
3960,7,6,0
3961,21,3,0
3962,21,11,0
3963,15,20,1
3964,15,6,1
3965,18,11,0
3966,12,19,0
3967,20,11,0
3968,1,19,1
3969,12,13,1
3970,20,15,0
3971,2,12,1
3972,13,5,0
3973,20,13,1
3974,14,15,0
3975,23,3,0
3976,1,14,0
3977,7,18,0
3978,21,19,1
3979,23,21,1
3980,8,15,0
3981,11,6,1
3982,16,23,1
3983,11,22,1
3984,21,16,0
3985,5,22,1
3986,7,23,0
3987,17,2,0
3988,2,8,0
3989,3,1,1
3990,20,7,1
3991,16,13,1
3992,5,11,0
3993,8,23,1
3994,16,2,1
3995,22,18,1
3996,7,23,0
3997,11,23,1
3998,19,14,1
3999,12,8,1
4000,23,22,1
4001,14,18,0
4002,11,18,1
4003,5,10,1
4004,21,7,1
4005,14,19,0
4006,15,23,1
4007,16,5,1
4008,4,18,0
4009,16,15,0
4010,16,22,1
4011,6,23,0
4012,13,12,0
4013,2,22,0
4014,20,11,0
4015,5,15,0
4016,11,14,1
4017,18,11,0
4018,23,18,1
4019,4,2,1
4020,23,21,0
4021,11,18,1
4022,11,4,1
4023,15,7,1
4024,7,21,0
4025,2,19,0
4026,23,11,1
4027,1,18,1
4028,13,15,1
4029,7,22,0
4030,2,20,0
4031,22,18,1
4032,5,4,1
4033,1,7,1
4034,19,21,0
4035,5,8,0
4036,23,12,0
4037,15,9,1
4038,8,20,0
4039,8,6,1
4040,8,9,0
4041,5,11,0
4042,19,16,1
4043,8,15,1
4044,22,5,0
4045,2,10,0
4046,7,6,0
4047,1,15,1
4048,22,21,1
4049,12,19,1
4050,13,16,0
4051,17,20,0
4052,16,10,1
4053,11,18,1
4054,13,11,0
4055,20,22,0
4056,23,8,1
4057,15,17,1
4058,3,14,0
4059,20,23,1
4060,4,10,1
4061,1,15,0
4062,20,14,0
4063,8,15,0
4064,7,22,1
4065,16,17,0
4066,2,23,0
4067,18,22,1
4068,8,15,0
4069,7,2,0
4070,11,10,1
4071,13,3,0
4072,20,19,0
4073,21,12,1
4074,10,17,0
4075,13,23,0
4076,13,19,0
4077,13,4,0
4078,23,21,0
4079,1,6,1
4080,16,14,0
4081,6,16,1
4082,22,13,1
4083,23,10,0
4084,16,5,0
4085,20,23,0
4086,22,16,1
4087,12,18,1
4088,9,18,1
4089,2,8,1
4090,5,13,1
4091,1,4,1
4092,7,18,0
4093,23,15,1
4094,18,7,1
4095,19,20,1
4096,4,18,1
4097,19,8,1
4098,13,20,0
4099,2,19,0
4100,15,20,1
4101,23,14,1
4102,20,5,1
4103,6,1,1
4104,15,19,0
4105,8,10,1
4106,18,22,0
4107,8,15,0
4108,16,11,0
4109,1,23,0
4110,7,11,0
4111,17,9,1
4112,17,19,0
4113,15,19,1
4114,21,14,0
4115,14,5,1
4116,7,12,0
4117,23,19,1
4118,9,3,0
4119,15,12,1
4120,9,5,0
4121,4,11,1
4122,13,4,1
4123,4,3,0
4124,19,4,1
4125,5,1,0
4126,21,8,1
4127,2,20,0
4128,10,8,1
4129,19,23,0
4130,5,13,0
4131,7,2,0
4132,3,14,0
4133,14,19,1
4134,14,22,1
4135,5,19,0
4136,22,5,0
4137,13,9,0
4138,18,1,0
4139,19,22,0
4140,10,23,0
4141,2,22,0
4142,18,14,0
4143,7,13,0
4144,6,7,1
4145,4,12,0
4146,2,8,0
4147,8,4,0
4148,7,14,0
4149,2,19,0
4150,16,3,0
4151,16,21,0
4152,9,14,0
4153,12,21,0
4154,7,1,0
4155,3,20,0
4156,11,6,0
4157,22,18,1
4158,22,16,1
4159,15,8,1
4160,22,2,1
4161,2,9,0
4162,9,8,1
4163,19,21,1
4164,5,1,0
4165,19,7,1
4166,12,13,1
4167,2,13,1
4168,19,21,1
4169,1,14,1
4170,9,17,0
4171,6,16,1
4172,4,1,1
4173,14,2,0
4174,17,5,0
4175,23,10,1
4176,7,14,0
4177,20,22,0
4178,11,22,1
4179,23,11,1
4180,14,21,1
4181,20,21,1
4182,16,23,0
4183,16,5,0
4184,23,19,0
4185,11,16,1
4186,15,20,1
4187,20,9,1
4188,10,6,0
4189,21,15,0
4190,2,7,1
4191,1,11,1
4192,1,7,1
4193,20,5,1
4194,22,8,1
4195,16,11,0
4196,19,4,0
4197,7,9,0
4198,18,19,0
4199,23,17,1
4200,18,2,0
4201,23,10,1
4202,8,20,0
4203,7,22,0
4204,11,5,1
4205,3,4,0
4206,9,13,0
4207,2,17,0
4208,13,3,1
4209,22,18,0
4210,10,23,0
4211,16,13,1
4212,8,20,1
4213,14,12,0
4214,20,22,0
4215,14,9,0
4216,1,17,0
4217,3,20,1
4218,10,23,0
4219,20,4,0
4220,13,8,0
4221,23,5,1
4222,15,11,0
4223,8,23,0
4224,12,6,1
4225,17,16,0
4226,5,10,1
4227,10,8,0
4228,18,22,0
4229,23,9,1
4230,3,12,0
4231,23,7,1
4232,17,21,0
4233,19,12,0
4234,22,20,0
4235,5,11,0
4236,2,13,0
4237,21,9,1
4238,18,13,0
4239,10,17,1
4240,2,15,0
4241,22,18,1
4242,1,14,1
4243,13,19,1
4244,23,22,1
4245,22,7,0
4246,11,14,1
4247,2,14,0
4248,7,2,1
4249,7,11,0
4250,16,6,0
4251,13,5,0
4252,13,22,1
4253,14,5,0
4254,16,7,0
4255,12,23,1
4256,18,3,1
4257,5,15,1
4258,17,9,1
4259,11,7,1
4260,18,19,0
4261,18,7,0
4262,5,15,0
4263,22,19,1
4264,9,14,1
4265,12,6,0
4266,22,11,1
4267,12,13,1
4268,2,8,0
4269,15,10,1
4270,4,10,1
4271,3,23,0
4272,23,17,1
4273,23,5,1
4274,8,15,0
4275,7,22,0
4276,14,11,0
4277,19,5,1
4278,11,18,1
4279,21,9,0
4280,7,10,0
4281,23,1,1
4282,14,13,1
4283,7,12,1
4284,8,21,0
4285,15,22,1
4286,17,21,0
4287,21,10,1
4288,9,2,0
4289,12,19,1
4290,20,16,1
4291,14,17,0
4292,18,21,0
4293,14,7,0
4294,20,22,0
4295,12,9,0
4296,19,20,1
4297,21,4,0
4298,2,3,1
4299,9,4,0
4300,20,22,1
4301,2,22,0
4302,8,21,0
4303,16,18,1
4304,11,15,1
4305,14,17,1
4306,21,15,1
4307,12,14,1
4308,19,15,1
4309,11,8,1
4310,16,15,0
4311,16,5,0
4312,22,19,0
4313,4,12,0
4314,7,11,0
4315,1,8,1
4316,15,23,1
4317,4,15,0
4318,8,22,1
4319,16,21,0
4320,14,3,1
4321,8,6,1
4322,6,14,0
4323,9,20,0
4324,4,8,0
4325,6,8,0
4326,22,11,0
4327,15,5,0
4328,8,4,1
4329,5,20,1
4330,3,21,1
4331,20,10,0
4332,1,20,1
4333,18,9,1
4334,7,10,1
4335,20,19,1
4336,22,18,1
4337,21,9,0
4338,16,4,0
4339,12,13,1
4340,7,4,0
4341,12,1,1
4342,2,14,1
4343,18,3,1
4344,3,20,0
4345,23,8,1
4346,2,17,0
4347,13,11,0
4348,21,16,0
4349,19,3,1
4350,5,2,1
4351,2,19,0
4352,6,12,0
4353,8,15,0
4354,18,19,0
4355,16,11,0
4356,3,15,0
4357,20,2,1
4358,6,11,0
4359,18,15,0
4360,5,4,1
4361,4,21,1
4362,1,23,0
4363,7,19,0
4364,13,18,1
4365,7,3,1
4366,13,12,0
4367,3,15,0
4368,19,2,1
4369,13,8,0
4370,21,11,0
4371,3,5,1
4372,2,14,1
4373,11,4,1
4374,7,3,0
4375,22,7,0
4376,18,7,1
4377,19,3,1
4378,19,10,1
4379,5,10,0
4380,10,23,0
4381,5,19,0
4382,11,2,0
4383,3,7,0
4384,9,2,0
4385,5,4,0
4386,10,20,1
4387,3,18,1
4388,8,19,0
4389,23,18,1
4390,2,18,0
4391,17,12,0
4392,23,9,1
4393,8,18,1
4394,1,20,0
4395,20,5,1
4396,7,5,1
4397,3,12,1
4398,17,18,1
4399,5,19,0
4400,11,20,1
4401,16,17,1
4402,16,15,0
4403,12,14,0
4404,20,1,1
4405,10,23,0
4406,22,11,0
4407,21,12,1
4408,1,16,0
4409,2,8,1
4410,4,12,1
4411,21,2,0
4412,14,18,0
4413,2,20,0
4414,18,23,0
4415,17,3,0
4416,22,2,1
4417,14,19,0
4418,18,23,0
4419,6,7,1
4420,5,18,0
4421,7,15,0
4422,17,6,0
4423,8,6,1
4424,14,11,0
4425,12,7,1
4426,2,15,1
4427,22,16,0
4428,18,4,1
4429,6,3,1
4430,2,13,0
4431,7,1,0
4432,10,13,1
4433,20,2,1
4434,15,7,1
4435,8,12,0
4436,5,1,1
4437,17,23,0
4438,3,5,0
4439,8,15,0
4440,21,5,1
4441,13,15,0
4442,5,20,1
4443,15,17,0
4444,20,5,0
4445,16,17,1
4446,12,20,1
4447,3,9,0
4448,14,22,0
4449,23,3,0
4450,13,22,0
4451,10,14,1
4452,20,14,1
4453,23,5,1
4454,19,14,1
4455,17,12,0
4456,20,14,1
4457,4,8,0
4458,8,9,1
4459,22,9,1
4460,2,21,0
4461,6,19,1
4462,19,3,1
4463,11,6,1
4464,16,10,1
4465,20,2,1
4466,23,4,1
4467,16,17,1
4468,16,3,1
4469,20,10,1
4470,2,23,1
4471,8,4,1
4472,11,5,1
4473,1,2,1
4474,19,1,1
4475,3,18,1
4476,7,13,0
4477,1,9,0
4478,19,7,1
4479,15,12,0
4480,17,9,0
4481,7,20,0
4482,5,6,0
4483,18,12,0
4484,1,11,0
4485,10,21,0
4486,16,4,1
4487,20,4,1
4488,17,16,0
4489,7,4,0
4490,19,10,1
4491,8,20,1
4492,16,14,1
4493,19,9,1
4494,4,2,1
4495,13,22,1
4496,23,18,0
4497,3,9,0
4498,2,10,0
4499,13,17,0
4500,6,14,1
4501,20,15,0
4502,1,14,1
4503,16,7,1
4504,7,19,0
4505,13,10,1
4506,1,8,0
4507,5,8,0
4508,11,5,1
4509,9,23,0
4510,15,18,0
4511,14,5,0
4512,3,18,1
4513,20,13,1
4514,22,20,1
4515,13,2,1
4516,20,4,1
4517,18,17,0
4518,3,14,1
4519,8,10,1
4520,8,1,1
4521,6,4,1
4522,21,20,0
4523,19,5,1
4524,10,6,0
4525,11,20,1
4526,22,2,1
4527,16,20,1
4528,16,4,1
4529,13,6,1
4530,7,4,0
4531,3,9,1
4532,13,16,1
4533,19,5,1
4534,23,18,1
4535,22,2,1
4536,17,13,1
4537,23,6,0
4538,22,17,0
4539,2,13,0
4540,20,16,0
4541,6,9,1
4542,15,5,1
4543,6,23,1
4544,19,9,1
4545,19,14,1
4546,23,10,0
4547,7,15,0
4548,2,10,1
4549,8,20,1
4550,18,20,1
4551,8,21,1
4552,22,11,1
4553,10,5,0
4554,19,10,1
4555,1,13,0
4556,9,21,1
4557,19,8,0
4558,9,8,1
4559,4,15,0
4560,13,16,0
4561,23,6,0
4562,3,17,0
4563,10,12,0
4564,9,10,1
4565,18,3,0
4566,23,14,0
4567,2,13,0
4568,22,9,0
4569,9,16,0
4570,2,23,0
4571,3,11,0
4572,11,15,1
4573,14,4,0
4574,20,22,1
4575,22,17,1
4576,4,7,1
4577,7,6,0
4578,23,12,0
4579,6,7,1
4580,19,18,1
4581,1,23,1
4582,16,2,1
4583,11,6,1
4584,6,1,1
4585,15,9,1
4586,6,12,0
4587,19,10,1
4588,14,7,1
4589,19,14,1
4590,11,15,1
4591,1,16,0
4592,6,18,1
4593,16,11,0
4594,17,20,0
4595,9,1,1
4596,11,17,1
4597,17,1,1
4598,10,22,1
4599,17,7,1
4600,8,11,0
4601,21,2,1
4602,16,14,1
4603,12,19,1
4604,13,20,1
4605,16,9,1
4606,9,22,1
4607,11,19,1
4608,13,17,1
4609,11,2,1
4610,9,11,0
4611,5,9,0
4612,16,19,1
4613,12,22,1
4614,23,9,0
4615,3,7,1
4616,18,15,1
4617,9,19,0
4618,5,4,0
4619,22,16,1
4620,14,10,0
4621,6,4,0
4622,16,2,1
4623,16,17,1
4624,7,5,1
4625,5,1,0
4626,20,15,0
4627,9,19,0
4628,16,11,1
4629,12,1,1
4630,22,1,1
4631,16,9,0
4632,11,12,0
4633,21,18,1
4634,20,3,1
4635,7,5,0
4636,22,14,0
4637,20,5,1
4638,12,10,1
4639,11,17,1
4640,3,4,0
4641,17,16,0
4642,21,9,1
4643,9,18,0
4644,3,17,0
4645,1,13,0
4646,13,10,1
4647,19,1,0
4648,23,3,0
4649,19,2,1
4650,10,15,0
4651,14,16,0
4652,17,10,1
4653,19,10,1
4654,16,18,1
4655,6,3,1
4656,1,7,1
4657,10,5,0
4658,14,3,1
4659,19,14,1
4660,13,8,0
4661,20,7,1
4662,17,14,1
4663,2,4,0
4664,4,13,0
4665,6,19,0
4666,14,1,0
4667,10,4,0
4668,2,17,1
4669,4,7,1
4670,1,23,1
4671,7,22,1
4672,14,19,0
4673,5,23,1
4674,1,10,1
4675,1,11,0
4676,11,22,1
4677,23,2,1
4678,12,15,0
4679,20,4,0
4680,12,10,1
4681,20,2,0
4682,15,21,1
4683,5,3,1
4684,11,9,1
4685,10,23,0
4686,9,6,0
4687,3,20,0
4688,20,19,1
4689,14,16,0
4690,10,21,0
4691,7,22,0
4692,4,12,0
4693,15,13,1
4694,11,2,1
4695,18,12,0
4696,11,1,0
4697,2,3,1
4698,12,19,0
4699,14,12,0
4700,23,1,1
4701,23,13,1
4702,23,19,1
4703,10,4,0
4704,16,3,0
4705,7,5,0
4706,16,20,0
4707,15,7,1
4708,4,8,1
4709,12,8,1
4710,7,1,1
4711,10,15,1
4712,10,13,0
4713,15,7,1
4714,1,9,0
4715,23,19,1
4716,22,8,0
4717,15,14,1
4718,13,15,0
4719,23,5,1
4720,6,1,1
4721,21,12,0
4722,11,1,1
4723,23,11,0
4724,9,11,0
4725,4,17,1
4726,18,10,0
4727,16,20,0
4728,21,13,0
4729,5,15,0
4730,15,4,1
4731,23,15,0
4732,17,11,0
4733,8,23,0
4734,19,18,0
4735,19,8,1
4736,11,18,1
4737,12,22,1
4738,1,21,0
4739,18,8,0
4740,2,11,0
4741,7,11,0
4742,10,13,0
4743,1,14,1
4744,13,15,0
4745,14,19,0
4746,7,3,1
4747,14,16,0
4748,2,10,1
4749,14,3,0
4750,1,8,0
4751,6,12,1
4752,5,17,0
4753,23,8,1
4754,12,22,1
4755,19,5,0
4756,3,4,0
4757,23,22,1
4758,11,23,1
4759,15,12,0
4760,4,23,0
4761,21,17,1
4762,16,21,0
4763,1,14,1
4764,16,22,0
4765,16,17,0
4766,17,13,0
4767,6,4,0
4768,23,19,0
4769,6,12,0
4770,5,10,0
4771,7,22,1
4772,3,5,1
4773,16,22,0
4774,10,11,0
4775,7,2,0
4776,6,9,0
4777,20,2,0
4778,4,3,1
4779,22,9,0
4780,2,11,0
4781,8,19,0
4782,9,10,1
4783,13,21,1
4784,15,11,0
4785,15,19,0
4786,14,18,0
4787,9,5,0
4788,12,2,1
4789,17,10,1
4790,10,20,0
4791,16,20,0
4792,18,22,0
4793,20,17,1
4794,9,3,1
4795,12,10,1
4796,6,4,0
4797,6,11,0
4798,5,23,0
4799,17,23,0
4800,13,15,0
4801,18,4,0
4802,1,2,0
4803,3,2,0
4804,15,4,1
4805,21,18,1
4806,18,23,0
4807,15,10,1
4808,4,6,1
4809,5,11,1
4810,17,12,0
4811,21,13,0
4812,22,16,1
4813,22,4,0
4814,1,10,1
4815,4,8,1
4816,8,23,0
4817,19,21,1
4818,19,3,1
4819,6,9,0
4820,1,23,0
4821,2,23,0
4822,10,3,1
4823,21,13,1
4824,10,1,0
4825,10,7,1
4826,6,9,0
4827,1,9,0
4828,1,8,1
4829,21,22,1
4830,6,23,0
4831,9,21,1
4832,17,12,0
4833,9,1,1
4834,17,18,1
4835,4,12,0
4836,1,14,1
4837,12,9,0
4838,10,2,0
4839,8,3,1
4840,21,2,0
4841,16,4,0
4842,15,6,1
4843,23,11,1
4844,7,10,0
4845,22,18,0
4846,21,12,0
4847,2,18,1
4848,8,6,1
4849,13,2,1
4850,15,3,1
4851,1,8,0
4852,9,12,1
4853,19,21,1
4854,4,19,0
4855,21,8,0
4856,23,16,1
4857,10,23,0
4858,23,17,1
4859,18,21,0
4860,10,11,0
4861,23,3,1
4862,2,23,0
4863,10,9,0
4864,22,13,0
4865,5,10,0
4866,5,20,0
4867,5,23,0
4868,4,10,1
4869,20,16,1
4870,17,2,0
4871,6,23,0
4872,11,3,1
4873,17,12,0
4874,1,9,1
4875,3,18,1
4876,20,17,1
4877,8,6,1
4878,11,13,1
4879,10,18,0
4880,5,17,1
4881,19,4,1
4882,2,15,0
4883,2,10,1
4884,2,13,0
4885,12,10,1
4886,4,16,1
4887,8,4,0
4888,20,13,0
4889,7,15,0
4890,23,12,1
4891,2,17,1
4892,17,7,1
4893,22,13,0
4894,14,19,0
4895,11,17,1
4896,9,21,1
4897,20,15,0
4898,23,15,0
4899,13,21,1
4900,19,5,1
4901,16,2,0
4902,16,22,1
4903,11,15,1
4904,7,1,0
4905,23,11,1
4906,12,21,1
4907,19,23,0
4908,4,17,1
4909,5,19,0
4910,12,16,1
4911,8,9,0
4912,20,21,1
4913,6,13,1
4914,5,16,1
4915,15,18,1
4916,17,7,1
4917,2,20,1
4918,4,12,0
4919,14,23,0
4920,17,5,0
4921,19,4,1
4922,10,21,0
4923,22,19,0
4924,11,18,1
4925,12,15,0
4926,1,11,0
4927,21,10,1
4928,14,16,0
4929,9,19,0
4930,11,7,1
4931,4,23,0
4932,14,1,0
4933,21,7,1
4934,5,4,1
4935,4,23,0
4936,5,2,0
4937,19,7,1
4938,14,6,0
4939,12,9,0
4940,17,4,0
4941,22,6,1
4942,8,2,0
4943,20,9,1
4944,12,20,0
4945,12,22,1
4946,14,4,0
4947,13,23,0
4948,16,13,1
4949,10,3,0
4950,1,6,0
4951,6,9,0
4952,17,19,0
4953,11,13,1
4954,17,9,1
4955,36,2,1
4956,16,36,1
4957,22,21,0
4958,21,23,0
4959,10,15,0
4960,8,23,0
4961,8,3,1
4962,34,3,0
4963,2,21,0
4964,35,12,1
4965,22,36,1
4966,10,6,0
4967,12,9,0
4968,2,9,0
4969,34,8,1
4970,9,21,1
4971,35,36,1
4972,36,16,1
4973,22,34,1
4974,17,14,1
4975,5,20,1
4976,11,21,1
4977,34,22,0
4978,14,20,0
4979,15,24,0
4980,20,2,0
4981,15,3,1
4982,22,19,0
4983,6,24,0
4984,15,21,0
4985,12,5,0
4986,13,2,0
4987,3,22,1
4988,34,9,1
4989,34,18,1
4990,24,23,1
4991,10,36,0
4992,12,3,0
4993,18,4,1
4994,22,11,0
4995,12,2,1
4996,21,35,0
4997,34,12,0
4998,22,8,0
4999,1,6,0
5000,34,8,0
5001,1,34,0
5002,18,3,0
5003,8,36,0
5004,21,33,1
5005,3,13,1
5006,16,23,0
5007,35,18,0
5008,6,11,0
5009,21,10,1
5010,6,8,1
5011,17,20,0
5012,36,24,1
5013,4,35,0
5014,12,8,1
5015,6,17,1
5016,11,3,1
5017,9,17,1
5018,34,1,1
5019,1,11,0
5020,6,35,1
5021,9,35,0
5022,33,23,0
5023,15,20,1
5024,19,9,1
5025,2,12,1
5026,11,14,1
5027,19,9,1
5028,19,22,1
5029,10,19,0
5030,19,22,1
5031,34,6,1
5032,10,4,0
5033,1,9,1
5034,22,24,0
5035,13,6,0
5036,35,18,1
5037,15,13,1
5038,9,19,0
5039,32,21,0
5040,15,36,1
5041,10,1,0
5042,5,19,1
5043,17,34,0
5044,35,21,1
5045,1,4,0
5046,15,33,1
5047,14,1,0
5048,36,33,0
5049,33,12,0
5050,2,3,1
5051,8,12,0
5052,35,21,0
5053,35,22,1
5054,1,24,1
5055,36,20,1
5056,4,1,1
5057,13,15,1
5058,8,2,1
5059,32,14,0
5060,15,4,1
5061,23,30,1
5062,12,5,0
5063,15,10,1
5064,19,18,1
5065,13,8,0
5066,23,31,1
5067,20,13,0
5068,19,11,0
5069,9,12,0
5070,5,1,1
5071,15,35,1
5072,3,5,0
5073,33,36,1
5074,2,21,1
5075,8,13,1
5076,4,17,1
5077,11,18,1
5078,16,18,1
5079,31,17,1
5080,10,31,0
5081,11,33,1
5082,36,19,1
5083,2,31,1
5084,6,3,0
5085,9,12,1
5086,20,22,0
5087,18,3,0
5088,12,26,1
5089,22,34,1
5090,25,36,1
5091,3,12,1
5092,36,6,0
5093,28,4,1
5094,27,22,1
5095,4,30,1
5096,10,12,1
5097,24,13,0
5098,34,3,1
5099,1,6,0
5100,26,1,0
5101,19,30,1
5102,33,28,1
5103,24,33,1
5104,16,5,0
5105,30,4,1
5106,2,20,1
5107,37,11,0
5108,27,10,0
5109,25,36,1
5110,20,18,1
5111,23,19,1
5112,11,6,1
5113,13,32,0
5114,17,11,0
5115,24,2,1
5116,6,2,0
5117,9,27,0
5118,34,23,1
5119,13,9,1
5120,32,28,0
5121,15,26,1
5122,21,16,1
5123,16,26,1
5124,9,23,0
5125,14,32,0
5126,16,19,0
5127,24,12,0
5128,21,20,0
5129,2,24,0
5130,12,23,0
5131,13,3,1
5132,14,25,0
5133,26,13,0
5134,18,9,0
5135,11,20,1
5136,16,19,0
5137,24,22,1
5138,5,24,0
5139,27,37,0
5140,24,20,1
5141,1,16,0
5142,33,20,0
5143,26,37,0
5144,16,17,0
5145,30,34,0
5146,28,22,1
5147,20,8,1
5148,16,20,0
5149,1,23,0
5150,2,24,0
5151,25,18,1
5152,22,13,0
5153,37,23,1
5154,36,21,1
5155,15,5,1
5156,3,8,0
5157,15,27,0
5158,38,31,0
5159,21,37,0
5160,35,39,1
5161,36,39,1
5162,5,19,1
5163,31,14,1
5164,24,37,1
5165,11,25,0
5166,21,11,0
5167,27,6,1
5168,20,5,0
5169,23,29,0
5170,26,37,0
5171,1,25,0
5172,19,5,0
5173,29,31,0
5174,35,3,1
5175,16,28,0
5176,36,16,1
5177,35,18,1
5178,6,39,0
5179,21,34,0
5180,31,28,1
5181,21,32,1
5182,1,2,0
5183,39,18,1
5184,28,35,0
5185,26,23,1
5186,29,5,1
5187,12,3,1
5188,34,9,1
5189,13,27,1
5190,27,31,0
5191,6,22,1
5192,39,1,1
5193,14,39,0
5194,28,38,0
5195,24,2,1
5196,26,23,0
5197,5,15,0
5198,26,39,0
5199,34,5,1
5200,16,19,1
5201,18,39,0
5202,3,31,0
5203,15,21,0
5204,35,38,0
5205,33,37,0
5206,35,9,1
5207,11,12,1
5208,9,23,0
5209,33,23,0
5210,5,8,0
5211,39,27,1
5212,17,28,0
5213,22,17,0
5214,15,11,0
5215,27,15,0
5216,30,2,0
5217,28,30,1
5218,3,9,0
5219,22,9,1
5220,39,18,1
5221,19,26,0
5222,30,12,1
5223,8,27,1
5224,12,31,1
5225,1,15,0
5226,9,28,0
5227,5,4,1
5228,6,22,1
5229,11,26,1
5230,27,30,1
5231,21,36,1
5232,35,30,0
5233,36,18,1
5234,12,6,1
5235,37,34,0
5236,4,11,0
5237,36,30,0
5238,25,8,1
5239,36,31,0
5240,31,16,1
5241,18,10,0
5242,16,29,0
5243,22,23,0
5244,31,8,1
5245,11,2,1
5246,29,39,1
5247,13,11,0
5248,24,30,1
5249,24,26,1
5250,23,17,1
5251,36,11,0
5252,26,23,0
5253,20,32,1
5254,17,38,0
5255,37,14,1
5256,20,6,1
5257,36,39,1
5258,13,20,0
5259,23,12,0
5260,33,13,0
5261,35,28,0
5262,12,5,1
5263,18,28,0
5264,2,36,1
5265,14,26,0
5266,12,20,1
5267,25,30,1
5268,26,3,0
5269,39,36,1
5270,22,24,1
5271,31,1,1
5272,2,25,0
5273,17,26,0
5274,28,17,1
5275,22,26,0
5276,19,38,0
5277,2,37,0
5278,31,15,0
5279,38,17,1
5280,32,21,0
5281,4,27,1
5282,8,34,0
5283,20,11,1
5284,11,30,1
5285,11,16,1
5286,39,17,1
5287,33,26,0
5288,23,3,1
5289,29,16,1
5290,24,13,0
5291,12,21,1
5292,14,25,0
5293,20,21,1
5294,17,31,0
5295,16,9,0
5296,23,15,1
5297,22,33,1
5298,16,17,1
5299,9,3,1
5300,2,1,1
5301,1,5,0
5302,33,1,1
5303,13,37,0
5304,37,31,0
5305,34,6,1
5306,28,14,1
5307,4,17,1
5308,5,26,1
5309,30,14,1
5310,26,21,1
5311,2,15,0
5312,21,37,0
5313,35,8,1
5314,13,24,0
5315,1,36,1
5316,17,26,0
5317,31,38,1
5318,26,18,1
5319,18,6,0
5320,38,24,0
5321,18,39,0
5322,12,25,0
5323,29,27,1
5324,29,34,0
5325,32,23,0
5326,10,23,0
5327,39,16,1
5328,15,32,1
5329,11,25,0
5330,10,37,1
5331,35,24,0
5332,36,20,0
5333,38,9,1
5334,38,29,1
5335,32,4,0
5336,28,30,1
5337,19,5,1
5338,24,21,1
5339,36,28,0
5340,36,24,0
5341,29,36,1
5342,17,14,1
5343,15,34,0
5344,34,17,1
5345,29,39,0
5346,5,27,1
5347,29,4,1
5348,18,17,1
5349,36,5,0
5350,36,6,0
5351,36,5,0
5352,9,13,1
5353,9,29,0
5354,21,12,1
5355,13,12,1
5356,27,20,0
5357,9,1,0
5358,3,39,0
5359,34,8,1
5360,31,20,1
5361,11,22,1
5362,6,30,0
5363,26,18,1
5364,1,16,0
5365,22,34,0
5366,8,3,0
5367,23,10,1
5368,17,29,0
5369,20,30,1
5370,14,25,0
5371,2,20,1
5372,30,20,0
5373,15,32,1
5374,11,35,1
5375,22,18,1
5376,35,34,0
5377,16,34,0
5378,29,25,1
5379,14,19,0
5380,25,8,1
5381,33,34,0
5382,1,30,1
5383,19,20,0
5384,22,32,1
5385,24,28,0
5386,15,33,1
5387,21,38,0
5388,28,14,1
5389,9,21,1
5390,31,5,1
5391,28,37,0
5392,1,30,1
5393,21,25,0
5394,29,33,1
5395,36,20,0
5396,39,20,1
5397,30,28,0
5398,12,11,0
5399,2,1,1
5400,30,8,0
5401,22,38,0
5402,30,13,0
5403,31,18,1
5404,24,14,1
5405,26,28,0
5406,19,36,0
5407,31,22,1
5408,25,1,1
5409,20,24,1
5410,15,25,0
5411,11,5,0
5412,21,17,1
5413,37,6,1
5414,30,2,1
5415,37,33,1
5416,38,34,0
5417,27,20,1
5418,29,23,0
5419,32,21,0
5420,28,6,1
5421,35,6,0
5422,1,15,0
5423,24,28,1
5424,17,25,0
5425,4,22,0
5426,35,10,1
5427,33,13,0
5428,35,12,0
5429,9,36,1
5430,34,6,1
5431,19,14,1
5432,22,1,1
5433,31,27,1
5434,35,4,1
5435,22,2,1
5436,9,15,1
5437,19,6,1
5438,23,36,1
5439,11,12,1
5440,24,1,1
5441,21,2,1
5442,22,8,0
5443,12,11,0
5444,13,33,1
5445,24,11,1
5446,38,22,1
5447,9,29,1
5448,17,25,0
5449,22,25,0
5450,11,9,1
5451,13,28,0
5452,34,8,1
5453,36,2,0
5454,27,33,1
5455,14,4,0
5456,1,27,1
5457,14,10,0
5458,29,28,0
5459,29,6,1
5460,24,22,0
5461,14,27,0
5462,18,5,0
5463,28,4,1
5464,20,17,1
5465,25,29,1
5466,17,19,0
5467,25,18,1
5468,28,30,1
5469,23,19,1
5470,38,23,1
5471,1,14,1
5472,27,32,1
5473,31,22,1
5474,20,14,1
5475,1,2,1
5476,36,37,0
5477,5,23,1
5478,30,39,1
5479,3,2,1
5480,29,12,0
5481,16,31,0
5482,33,24,0
5483,4,17,1
5484,2,11,0
5485,17,35,0
5486,10,1,0
5487,34,36,1
5488,25,4,0
5489,16,32,0
5490,12,14,1
5491,8,38,0
5492,36,25,0
5493,28,12,0
5494,2,31,0
5495,5,13,1
5496,6,29,1
5497,38,9,0
5498,24,35,0
5499,34,4,1
5500,10,37,0
5501,22,27,0
5502,36,29,1
5503,29,13,1
5504,30,20,0
5505,26,32,0
5506,35,28,0
5507,31,4,1
5508,35,39,1
5509,25,29,0
5510,34,22,0
